FSC-A	FSC-H	SSC-A	SSC-H	CD16 FITC	CD56 PE	DAPI	Time	well_position	plate	sample
72411.3	58029.0	21439.21	16579.0	949.39	7615.32	32.04	93188.4	L20	LCE662	NKC_084
122446.8	75011.0	101098.59	55203.0	81.75	63.239998	88.11	93350.9	L19	LCE662	NKC_084
111242.695	69370.0	69722.945	43577.0	99.19	69.36	181.56	93538.6	L18	LCE662	NKC_084
152281.8	95991.0	84548.03	52854.0	82.840004	74.46	97.9	93711.6	L17	LCE662	NKC_084
162639.89	91539.0	111419.805	67567.0	73.03	39.78	199.36	93905.2	L16	LCE662	NKC_084
147077.1	87380.0	98263.5	64322.0	75.21	87.72	119.259995	94113.4	L15	LCE662	NKC_084
83324.695	62203.0	57255.523	44367.0	76.3	43.86	80.1	94301.8	L14	LCE662	NKC_084
144589.5	84291.0	92821.13	51558.0	125.350006	112.2	114.81	94493.3	L13	LCE662	NKC_084
132750.0	83874.0	81784.88	50875.0	963.56006	37.739998	79.21	95354.7	L12	LCE662	NKC_084
111704.4	69558.0	76335.97	49271.0	1325.4401	107.1	191.34999	96312.7	L11	LCE662	NKC_084
115106.4	71573.0	111822.016	55745.0	783.71	189.72	261.66	97254.7	L10	LCE662	NKC_084
128369.695	81499.0	83504.91	51511.0	825.13	221.34	161.09	97949.7	L9	LCE662	NKC_084
101319.3	64351.0	85954.13	57364.0	900.34	114.24	136.17	98299.1	L8	LCE662	NKC_084
124285.5	76366.0	70726.836	43463.0	507.94	82.619995	114.81	98999.9	L7	LCE662	NKC_084
156291.3	87748.0	88737.99	43725.0	719.4	135.66	291.03	99241.0	L6	LCE662	NKC_084
100027.8	75366.0	41186.742	30913.0	90.47	21417.959	10.68	99385.5	L5	LCE662	NKC_084
87676.195	62028.0	50154.17	31510.0	65.4	23775.18	40.94	99555.9	L4	LCE662	NKC_084
83781.0	61589.0	35453.34	26329.0	62.13	10014.359	184.23	99748.1	L3	LCE662	NKC_084
86880.6	65483.0	39173.51	28373.0	54.5	8803.62	9.79	99939.0	L2	LCE662	NKC_084
95428.8	64974.0	49377.0	35270.0	109.0	30313.379	60.52	100115.5	L1	LCE662	NKC_084
105245.09	73443.0	59533.62	36614.0	147.15001	36057.0	76.54	100324.3	M1	LCE662	NKC_084
93573.0	67511.0	46619.3	29662.0	119.9	35919.3	81.88	100510.5	M2	LCE662	NKC_084
103607.09	75840.0	45093.3	30594.0	75.21	26396.58	53.399998	100682.5	M3	LCE662	NKC_084
90905.4	68840.0	24943.56	19549.0	66.490005	15768.18	24.92	100872.2	M4	LCE662	NKC_084
77902.195	62671.0	28444.64	20875.0	71.94	15950.76	36.489998	101072.4	M5	LCE662	NKC_084
125613.0	73101.0	111472.125	60725.0	1036.5901	138.72	128.16	101997.8	M6	LCE662	NKC_084
103294.8	61273.0	85289.234	48767.0	974.46	142.8	181.56	102476.7	M7	LCE662	NKC_084
130398.3	86975.0	62767.652	41458.0	471.97	67.32	141.51	103060.4	M8	LCE662	NKC_084
111472.195	73881.0	61455.293	39573.0	720.49005	58.14	126.38	103304.7	M9	LCE662	NKC_084
119172.59	81908.0	60642.152	43869.0	624.57	140.76	186.9	103939.8	M10	LCE662	NKC_084
123985.8	78913.0	100107.78	57828.0	1850.8201	130.56	123.71	104219.5	M11	LCE662	NKC_084
103638.59	71221.0	63042.332	40385.0	3313.6	25.5	75.65	106151.2	M12	LCE662	NKC_084
106734.59	69242.0	90970.31	59678.0	66.490005	36.72	197.58	106310.7	M13	LCE662	NKC_084
161488.8	90250.0	101049.55	56135.0	105.73	73.44	180.67	106483.7	M14	LCE662	NKC_084
79434.9	61431.0	39081.953	33916.0	56.68	63.239998	51.62	106658.8	M15	LCE662	NKC_084
130395.59	79514.0	76220.43	47393.0	94.83	146.88	145.95999	106851.8	M16	LCE662	NKC_084
122655.59	74530.0	70698.49	43898.0	73.03	62.219997	60.52	107029.5	M17	LCE662	NKC_084
149015.7	85143.0	116973.35	69723.0	116.630005	59.16	124.6	107210.4	M18	LCE662	NKC_084
149544.89	92051.0	90984.484	54958.0	109.0	46.92	129.94	107393.5	M19	LCE662	NKC_084
69752.695	56966.0	26100.05	19357.0	1090.0	10388.7	13.349999	107755.3	M20	LCE662	NKC_084
79166.695	62360.0	28264.791	22945.0	1521.64	12944.819	27.59	107952.5	M21	LCE662	NKC_084
69892.195	57621.0	21157.99	16475.0	1953.28	854.76	32.04	108136.7	M22	LCE662	NKC_084
77582.695	61521.0	26722.441	20274.0	1343.9701	11644.319	19.58	108544.8	M23	LCE662	NKC_084
155195.1	76214.0	120824.32	64147.0	2898.31	16140.4795	55.18	108768.3	M24	LCE662	NKC_084
74073.6	58736.0	25046.021	19452.0	1318.9	12519.4795	44.5	109034.8	N24	LCE662	NKC_084
78709.5	63114.0	27666.38	19527.0	1557.6101	14144.34	22.25	109434.8	N23	LCE662	NKC_084
62118.0	51590.0	23074.21	19466.0	637.65	2934.54	21.36	109651.3	N22	LCE662	NKC_084
69148.8	56205.0	21453.38	16738.0	2812.2002	787.44	26.699999	110043.5	N21	LCE662	NKC_084
132602.39	80636.0	86752.016	46375.0	113.36	48.96	67.64	110194.7	N20	LCE662	NKC_084
152197.2	96132.0	77399.81	44743.0	120.990005	66.299995	100.57	110372.4	N19	LCE662	NKC_084
162887.39	93010.0	123402.17	66207.0	104.64	100.979996	180.67	110545.8	N18	LCE662	NKC_084
143123.39	88536.0	83743.61	54487.0	112.270004	75.479996	56.07	110730.6	N17	LCE662	NKC_084
155694.6	88663.0	90172.43	50968.0	91.560005	73.44	137.06	110927.9	N16	LCE662	NKC_084
177702.3	96266.0	128154.57	64549.0	199.47	117.299995	209.15	111114.7	N15	LCE662	NKC_084
162100.8	91217.0	116287.74	63862.0	74.12	68.34	83.659996	111319.5	N14	LCE662	NKC_084
127607.4	85514.0	157304.44	102131.0	162.41	88.74	75.65	111500.0	N13	LCE662	NKC_084
200606.39	95461.0	198280.81	85161.0	609.31	117.299995	414.74	111825.2	N12	LCE662	NKC_084
108355.5	63594.0	83149.56	50564.0	1038.77	26.52	130.83	112237.9	N11	LCE662	NKC_084
96663.59	64220.0	68163.15	44923.0	582.06	184.62	199.36	112533.3	N10	LCE662	NKC_084
185207.39	92339.0	190186.47	80231.0	652.91003	191.76	500.18	112727.2	N9	LCE662	NKC_084
111073.5	67669.0	114107.74	68747.0	1195.73	95.88	166.43	113891.6	N8	LCE662	NKC_084
92194.195	62436.0	88287.82	58586.0	1012.61005	87.72	167.31999	114810.5	N7	LCE662	NKC_084
108042.3	74435.0	91195.945	56743.0	705.23004	185.64	128.16	115243.0	N6	LCE662	NKC_084
100876.5	57324.0	93240.78	55683.0	833.85004	25.5	106.799995	115473.6	N5	LCE662	NKC_084
69001.195	56885.0	25027.49	19858.0	97.01	9320.76	40.94	115622.1	N4	LCE662	NKC_084
69776.1	56617.0	17662.361	13219.0	53.41	8871.96	-4.45	115819.0	N3	LCE662	NKC_084
97237.8	69648.0	44553.75	29970.0	149.33	51435.54	28.48	115997.8	N2	LCE662	NKC_084
81864.9	57772.0	51075.223	33303.0	50.140003	23003.04	80.99	116169.5	N1	LCE662	NKC_084
79705.8	63633.0	29620.75	21986.0	32.7	10880.34	50.73	116347.0	O1	LCE662	NKC_084
104875.195	77810.0	42555.78	28262.0	124.26	37388.098	54.29	116525.2	O2	LCE662	NKC_084
110337.3	74131.0	72034.836	42867.0	146.06	35663.28	91.67	116712.7	O3	LCE662	NKC_084
85540.5	63566.0	40711.5	29216.0	79.57	14053.56	15.13	116903.1	O4	LCE662	NKC_084
126213.3	76742.0	95020.75	57269.0	1254.5901	31.619999	146.84999	117373.3	O5	LCE662	NKC_084
107736.3	67466.0	84092.414	49622.0	1104.17	39.78	109.47	118302.2	O6	LCE662	NKC_084
92063.695	60539.0	56347.55	36768.0	1532.54	119.34	93.45	118677.7	O7	LCE662	NKC_084
115659.9	77392.0	85775.375	54843.0	754.28	204.0	125.49	119461.1	O8	LCE662	NKC_084
110896.195	70601.0	110655.71	54367.0	518.84	128.52	145.95999	119741.4	O9	LCE662	NKC_084
89847.0	64538.0	37894.94	27374.0	2427.4302	34.68	54.29	120082.1	O10	LCE662	NKC_084
101751.3	64028.0	104581.14	65189.0	501.40002	55.079998	107.689995	120998.8	O11	LCE662	NKC_084
122646.59	82224.0	65304.082	45146.0	1609.93	59.16	48.059998	122333.1	O12	LCE662	NKC_084
143073.0	92079.0	87016.88	54886.0	75.21	61.199997	74.76	122489.0	O13	LCE662	NKC_084
136794.6	74640.0	100566.67	57247.0	106.82	153.0	181.56	122679.1	O14	LCE662	NKC_084
117392.4	80442.0	107238.56	70175.0	154.78	57.12	97.9	122869.5	O15	LCE662	NKC_084
140045.39	87935.0	79742.22	46074.0	110.090004	57.12	101.46	123047.8	O16	LCE662	NKC_084
125945.09	78045.0	84253.734	51903.0	154.78	58.14	118.369995	123231.1	O17	LCE662	NKC_084
98268.3	69899.0	57559.633	42501.0	82.840004	45.899998	139.73	123426.1	O18	LCE662	NKC_084
153191.7	86704.0	91187.23	50858.0	127.53001	98.939995	211.81999	123612.7	O19	LCE662	NKC_084
155246.39	88072.0	93204.81	52107.0	69.76	84.659996	163.76	123816.2	O20	LCE662	NKC_084
76473.0	60291.0	48538.793	37203.0	620.21	19658.459	29.369999	123984.9	O21	LCE662	NKC_084
108873.0	73971.0	101284.984	70075.0	700.87	23535.48	110.36	124672.4	O22	LCE662	NKC_084
80415.9	63039.0	33754.03	25382.0	707.41003	9447.24	37.38	125308.5	O23	LCE662	NKC_084
148211.1	87219.0	105020.414	59449.0	531.92004	792.54	210.93	125803.3	O24	LCE662	NKC_084
89926.195	68830.0	34590.062	27123.0	44.690002	12402.18	36.489998	1416.4	A3	LCE663	NKC_084
85069.8	66571.0	44550.48	30954.0	88.29	25628.52	25.81	1594.3	A4	LCE663	NKC_084
105008.4	77902.0	50255.543	36639.0	63.22	10497.84	24.029999	1813.2	A5	LCE663	NKC_084
184960.8	89152.0	145330.8	72079.0	530.83	104.04	316.84	2084.3	A6	LCE663	NKC_084
183187.8	89062.0	166839.77	76495.0	515.57	137.7	258.99	2326.6	A7	LCE663	NKC_084
69442.195	55727.0	19884.871	14276.0	1209.9	89.759995	14.24	3782.6	A8	LCE663	NKC_084
105386.4	68495.0	95704.18	60030.0	497.04	119.34	124.6	4027.7	A9	LCE663	NKC_084
89255.695	68786.0	53278.113	35035.0	3093.4202	57.12	-73.869995	4859.0	A10	LCE663	NKC_084
138353.39	80831.0	110824.664	68003.0	812.05005	116.28	211.81999	5092.6	A11	LCE663	NKC_084
127104.3	81115.0	106678.305	68442.0	1844.28	146.88	153.97	5337.1	A12	LCE663	NKC_084
138777.3	87643.0	80386.414	44582.0	74.12	44.879997	134.39	5486.3	A13	LCE663	NKC_084
177597.0	95588.0	136739.42	74822.0	103.55	112.2	160.2	5673.1	A14	LCE663	NKC_084
152508.6	85140.0	125768.56	77150.0	106.82	71.4	189.56999	5853.6	A15	LCE663	NKC_084
101178.0	68598.0	90103.766	60719.0	82.840004	45.899998	88.11	6049.9	A16	LCE663	NKC_084
112703.4	65845.0	50674.1	31995.0	58.86	45.899998	114.81	6250.9	A17	LCE663	NKC_084
151871.39	86851.0	99739.36	55964.0	100.28001	76.5	173.55	6442.8	A18	LCE663	NKC_084
143774.1	87679.0	108361.266	71718.0	128.62001	96.9	180.67	6635.3	A19	LCE663	NKC_084
104865.3	65915.0	81797.96	52295.0	1411.55	1166.88	148.63	6823.5	A20	LCE663	NKC_084
69845.4	56099.0	21126.38	16567.0	1820.3	8524.14	41.829998	7015.7	A21	LCE663	NKC_084
102815.09	66546.0	57042.973	35191.0	1556.52	20304.12	70.31	7502.5	A22	LCE663	NKC_084
69963.3	58573.0	27351.371	23251.0	576.61005	10663.08	39.16	7676.6	B22	LCE663	NKC_084
88956.9	68385.0	27689.271	19934.0	1815.9401	24427.98	38.27	8192.7	B21	LCE663	NKC_084
174226.5	104484.0	149140.34	86091.0	564.62	762.95996	290.13998	8477.4	B20	LCE663	NKC_084
88489.8	61007.0	69023.164	47624.0	67.58	117.299995	40.94	8642.1	B19	LCE663	NKC_084
130766.4	76926.0	80055.055	50656.0	86.11	109.14	127.27	8832.6	B18	LCE663	NKC_084
162884.7	92966.0	89722.266	50202.0	106.82	48.96	362.22998	9037.4	B17	LCE663	NKC_084
163792.8	99596.0	85915.984	49615.0	112.270004	64.26	160.2	9211.5	B16	LCE663	NKC_084
133554.6	82847.0	76376.305	44461.0	95.920006	49.98	129.05	9394.7	B15	LCE663	NKC_084
128147.4	86610.0	92555.17	60991.0	138.43001	157.08	145.06999	9567.1	B14	LCE663	NKC_084
138890.7	87260.0	71593.38	43409.0	107.91	58.14	105.909996	9744.7	B13	LCE663	NKC_084
134995.5	74685.0	112660.23	65720.0	485.05002	9.18	145.95999	9904.3	B12	LCE663	NKC_084
84546.0	58237.0	53366.402	35103.0	1253.5	88.74	105.909996	10235.6	B11	LCE663	NKC_084
107108.09	70355.0	78421.14	50583.0	1375.5801	108.119995	97.01	10913.0	B10	LCE663	NKC_084
103750.195	72262.0	52211.0	38320.0	659.45	210.12	77.43	11255.3	B9	LCE663	NKC_084
71216.1	46782.0	68624.22	42263.0	512.3	142.8	115.7	11451.5	B8	LCE663	NKC_084
136405.8	71324.0	76464.59	39937.0	2490.6501	80.58	143.29	12645.4	B7	LCE663	NKC_084
105804.0	72395.0	85535.57	56143.0	838.21	89.759995	90.78	13450.1	B6	LCE663	NKC_084
94283.09	69406.0	49388.992	36203.0	78.48	22751.1	27.59	13615.2	B5	LCE663	NKC_084
99430.195	72521.0	39192.043	28551.0	70.85	11251.62	56.96	13794.0	B4	LCE663	NKC_084
94474.8	68927.0	44977.76	34407.0	86.11	8697.54	27.59	13973.2	B3	LCE663	NKC_084
117104.4	83663.0	48895.223	32406.0	74.12	22384.92	28.48	14163.5	B2	LCE663	NKC_084
121469.4	85116.0	56189.5	39526.0	195.11	56346.84	30.26	14358.0	B1	LCE663	NKC_084
128834.09	81736.0	67937.52	40515.0	134.07	46736.4	84.549995	14549.3	C1	LCE663	NKC_084
84334.5	65235.0	35973.27	28367.0	44.690002	14702.279	40.05	14729.8	C2	LCE663	NKC_084
95804.09	72380.0	54159.92	41320.0	122.08	36991.32	47.17	14930.4	C3	LCE663	NKC_084
89010.9	67394.0	40692.973	29141.0	118.810005	37595.16	55.18	15121.3	C4	LCE663	NKC_084
78768.9	60903.0	46815.5	35850.0	49.050003	11526.0	45.39	15316.5	C5	LCE663	NKC_084
148476.6	80447.0	113196.5	61631.0	669.26	144.84	181.56	15531.9	C6	LCE663	NKC_084
95348.695	71159.0	57801.613	39555.0	3544.6802	51.0	27.59	16561.7	C7	LCE663	NKC_084
113186.695	72463.0	65031.582	38358.0	1180.4701	55.079998	107.689995	16803.2	C8	LCE663	NKC_084
76014.0	58615.0	41556.25	27069.0	1444.25	12.24	58.739998	17787.6	C9	LCE663	NKC_084
99389.695	68639.0	50464.82	35422.0	955.93005	35.7	80.99	17985.8	C10	LCE663	NKC_084
129040.195	74748.0	103458.445	58816.0	2270.47	18.36	315.06	18564.2	C11	LCE663	NKC_084
114937.195	69027.0	115143.24	64652.0	1220.8	115.259995	153.08	18785.6	C12	LCE663	NKC_084
171589.5	90283.0	134635.72	73798.0	142.79001	108.119995	175.33	18950.2	C13	LCE663	NKC_084
163800.89	90380.0	109275.77	62110.0	110.090004	52.02	159.31	19118.9	C14	LCE663	NKC_084
87471.0	60420.0	65503.55	48586.0	82.840004	55.079998	122.82	19300.5	C15	LCE663	NKC_084
135088.2	87068.0	76641.17	47128.0	85.020004	63.239998	88.11	19501.8	C16	LCE663	NKC_084
127241.09	83299.0	62388.332	37343.0	63.22	40.8	93.45	19687.8	C17	LCE663	NKC_084
137205.0	82018.0	102771.74	60070.0	109.0	73.44	192.23999	19894.4	C18	LCE663	NKC_084
158696.1	94736.0	85764.47	49948.0	55.59	41.82	130.83	20074.0	C19	LCE663	NKC_084
73737.9	59073.0	32195.33	26494.0	3466.2002	1790.1	29.369999	20317.5	C20	LCE663	NKC_084
70680.6	57904.0	26787.84	19573.0	5125.18	2808.06	10.68	20511.6	C21	LCE663	NKC_084
129002.4	82202.0	93268.03	56891.0	576.61005	1099.5599	190.45999	20915.3	C22	LCE663	NKC_084
72729.9	60350.0	25370.84	20527.0	1333.0701	5821.1396	33.82	21135.0	C23	LCE663	NKC_084
62123.4	52561.0	25260.75	19787.0	1160.85	1942.08	18.69	21358.4	B23	LCE663	NKC_084
73410.3	59535.0	26283.17	19662.0	1454.06	3592.44	45.39	21776.3	B24	LCE663	NKC_084
74903.4	60608.0	24565.33	19906.0	2188.72	8861.76	17.8	21975.1	C24	LCE663	NKC_084
95287.5	71862.0	38588.18	28830.0	791.34	14413.62	64.08	22448.5	D24	LCE663	NKC_084
71901.0	58833.0	28990.73	22921.0	1011.52	5772.1797	37.38	22652.6	D23	LCE663	NKC_084
83684.695	65162.0	30469.861	23367.0	1754.9	5681.4	17.8	23346.2	D22	LCE663	NKC_084
75277.8	60063.0	27453.83	19366.0	1457.3301	8035.56	17.8	24007.7	D21	LCE663	NKC_084
59631.297	49784.0	26001.951	21503.0	3150.1	1455.5399	18.69	24240.4	D20	LCE663	NKC_084
144968.39	88133.0	75418.195	40371.0	134.07	92.82	98.79	24416.3	D19	LCE663	NKC_084
147412.8	86454.0	115946.57	62867.0	132.98001	79.56	156.64	24594.3	D18	LCE663	NKC_084
119702.695	74540.0	75894.52	45366.0	62.13	59.16	70.31	24785.5	D17	LCE663	NKC_084
153240.3	92188.0	81760.91	43925.0	112.270004	58.14	152.19	24965.9	D16	LCE663	NKC_084
160504.2	85604.0	75691.78	36347.0	92.65	64.26	81.88	25164.7	D15	LCE663	NKC_084
161298.0	80659.0	174435.97	76131.0	175.49	99.96	361.34	25354.0	D14	LCE663	NKC_084
142400.7	83365.0	104974.63	58483.0	127.53001	68.34	187.79	25537.2	D13	LCE663	NKC_084
102546.0	71897.0	75117.35	55899.0	1080.1901	65.28	73.869995	25894.5	D12	LCE663	NKC_084
100463.4	62921.0	105305.99	63979.0	522.11005	65.28	184.23	26490.8	D11	LCE663	NKC_084
112153.5	66793.0	98240.61	56698.0	975.55005	118.32	232.29	26719.0	D10	LCE663	NKC_084
111680.09	70533.0	77548.055	48766.0	3360.4702	89.759995	103.24	26973.5	D9	LCE663	NKC_084
115560.0	78096.0	74556.0	46186.0	1468.2301	110.159996	89.0	27179.5	D8	LCE663	NKC_084
117027.9	72761.0	78130.11	49674.0	471.97	75.479996	89.0	27418.5	D7	LCE663	NKC_084
124069.5	81182.0	70487.03	43445.0	689.97003	24.48	160.2	27911.7	D6	LCE663	NKC_084
76294.8	62978.0	35718.21	29147.0	43.600002	11465.819	45.39	28076.9	D5	LCE663	NKC_084
84029.4	64598.0	41107.17	29714.0	86.11	20079.719	31.15	28279.8	D4	LCE663	NKC_084
92528.09	69154.0	40439.0	28503.0	99.19	24430.02	36.489998	28461.0	D3	LCE663	NKC_084
94567.5	69394.0	38616.52	26804.0	100.28001	26378.219	36.489998	28649.0	D2	LCE663	NKC_084
91395.9	69314.0	37730.35	26615.0	105.73	27260.52	52.51	28851.7	D1	LCE663	NKC_084
92186.09	70039.0	41536.633	30906.0	81.75	25148.1	-80.1	29038.1	E1	LCE663	NKC_084
115524.0	81092.0	53130.96	39214.0	70.85	15765.12	23.14	29238.4	E2	LCE663	NKC_084
101268.0	73399.0	45443.19	32839.0	77.39	16973.82	29.369999	29435.1	E3	LCE663	NKC_084
111529.8	77388.0	49163.363	31342.0	89.380005	24488.16	62.3	29622.8	E4	LCE663	NKC_084
97506.9	70772.0	33720.242	26651.0	49.050003	10356.06	29.369999	29813.4	E5	LCE663	NKC_084
87930.0	67402.0	49642.96	33740.0	742.29004	21.42	46.28	30443.3	E6	LCE663	NKC_084
91385.09	60242.0	75825.85	51351.0	2084.08	36.72	118.369995	30706.0	E7	LCE663	NKC_084
126492.3	75488.0	97701.06	58226.0	654.0	86.7	186.9	30951.7	E8	LCE663	NKC_084
98175.59	70173.0	64041.863	44115.0	4327.3003	36.72	67.64	31164.3	E9	LCE663	NKC_084
81036.9	56515.0	79821.79	52618.0	565.71	59.16	78.32	31639.9	E10	LCE663	NKC_084
126577.8	76795.0	68545.74	42164.0	1189.1901	69.36	115.7	32232.7	E11	LCE663	NKC_084
108864.9	70499.0	85003.66	50261.0	506.85	184.62	187.79	32438.7	E12	LCE663	NKC_084
149985.0	88168.0	117808.3	73099.0	154.78	131.58	278.57	32611.0	E13	LCE663	NKC_084
151704.89	88574.0	104394.75	65803.0	100.28001	55.079998	137.06	32801.8	E14	LCE663	NKC_084
143550.0	79450.0	98625.38	56668.0	76.3	84.659996	118.369995	32981.4	E15	LCE663	NKC_084
171714.6	92824.0	114733.41	53511.0	122.08	76.5	184.23	33163.8	E16	LCE663	NKC_084
157962.6	83290.0	115653.37	67660.0	199.47	81.6	169.09999	33368.8	E17	LCE663	NKC_084
129199.5	85265.0	73486.71	47155.0	62.13	70.38	110.36	33546.3	E18	LCE663	NKC_084
168067.8	97500.0	149067.31	79999.0	160.23001	108.119995	218.94	33740.8	E19	LCE663	NKC_084
66924.0	56424.0	20526.88	16935.0	1957.64	1546.32	17.8	34042.9	E20	LCE663	NKC_084
80386.195	62718.0	28714.96	21207.0	732.48004	6347.46	28.48	34397.6	E21	LCE663	NKC_084
137431.8	75311.0	129156.28	61699.0	5476.16	824.16	152.19	34698.4	E22	LCE663	NKC_084
80302.5	63761.0	40607.953	30423.0	2713.01	9380.939	38.27	35415.7	E23	LCE663	NKC_084
95581.8	70260.0	35264.77	24415.0	1024.6	13778.16	27.59	35757.7	E24	LCE663	NKC_084
161591.39	80133.0	87709.03	42151.0	1195.73	1596.2999	85.44	36284.5	F24	LCE663	NKC_084
65613.6	54703.0	26492.451	21329.0	4114.75	3040.6199	23.14	36554.0	F23	LCE663	NKC_084
85655.695	64633.0	30027.32	21428.0	7782.6	3807.66	32.04	37032.2	F22	LCE663	NKC_084
68364.9	53304.0	26022.66	21002.0	1904.2301	1036.32	13.349999	37377.0	F21	LCE663	NKC_084
81412.195	63603.0	40639.562	31099.0	2587.6602	12887.7	26.699999	37796.4	F20	LCE663	NKC_084
133679.7	79242.0	149192.67	86824.0	89.380005	109.14	167.31999	37976.7	F19	LCE663	NKC_084
170360.1	98098.0	116213.625	65126.0	119.9	68.34	138.84	38155.9	F18	LCE663	NKC_084
166443.3	92283.0	115180.305	72711.0	195.11	134.64	173.55	38349.3	F17	LCE663	NKC_084
176017.5	92147.0	105506.555	61678.0	144.97	64.26	121.93	38539.0	F16	LCE663	NKC_084
117054.9	80894.0	63310.473	42415.0	61.04	61.199997	71.2	38735.8	F15	LCE663	NKC_084
168825.6	99182.0	111855.805	61446.0	128.62001	47.94	138.84	38920.6	F14	LCE663	NKC_084
138800.7	86126.0	75366.96	48053.0	76.3	54.059998	65.86	39109.6	F13	LCE663	NKC_084
115324.195	78031.0	139463.33	98590.0	21579.82	55.079998	69.42	39332.3	F12	LCE663	NKC_084
86412.6	63283.0	66390.81	44946.0	3531.6	17.34	76.54	39550.0	F11	LCE663	NKC_084
126203.4	80850.0	64978.17	37790.0	2641.07	84.659996	82.77	39768.2	F10	LCE663	NKC_084
121814.09	82702.0	74829.59	46786.0	1224.0701	116.28	90.78	40132.4	F9	LCE663	NKC_084
96649.195	70466.0	54501.09	37555.0	521.02	27.539999	61.41	40777.2	F8	LCE663	NKC_084
101079.9	64921.0	96278.61	62033.0	777.17004	138.72	210.93	41118.6	F7	LCE663	NKC_084
200782.8	98201.0	186729.0	74744.0	703.05005	187.68	482.38	41618.3	F6	LCE663	NKC_084
62500.5	52532.0	23040.42	18635.0	68.670006	13344.66	-17.8	41798.4	F5	LCE663	NKC_084
113797.8	80532.0	52594.68	36802.0	139.52	41410.98	43.61	41984.3	F4	LCE663	NKC_084
90948.59	68047.0	45754.93	31361.0	107.91	29694.24	70.31	42184.7	F3	LCE663	NKC_084
79730.1	61083.0	32002.4	23319.0	82.840004	10288.74	20.47	42367.8	F2	LCE663	NKC_084
75957.3	61159.0	27555.201	21208.0	56.68	11457.66	46.28	42575.4	F1	LCE663	NKC_084
102375.0	77318.0	49253.832	38044.0	97.01	21838.2	49.84	42764.4	G1	LCE663	NKC_084
78144.3	61703.0	30650.8	22655.0	54.5	14292.239	35.6	42955.5	G2	LCE663	NKC_084
114843.59	78903.0	54042.203	36933.0	82.840004	25961.04	74.76	43156.6	G3	LCE663	NKC_084
120186.9	79099.0	56084.863	33999.0	130.8	45344.098	49.84	43337.2	G4	LCE663	NKC_084
80091.0	61563.0	49339.94	38454.0	132.98001	32277.898	41.829998	43517.9	G5	LCE663	NKC_084
100088.09	67291.0	83222.59	56979.0	475.24002	155.04	167.31999	43786.1	G6	LCE663	NKC_084
101892.59	73495.0	65388.01	44754.0	4464.64	43.86	80.1	43964.7	G7	LCE663	NKC_084
128460.59	77951.0	103862.836	65118.0	526.47003	128.52	222.5	44777.4	G8	LCE663	NKC_084
149214.6	84440.0	127416.64	70530.0	798.97003	145.86	154.86	46439.4	G9	LCE663	NKC_084
101833.195	68263.0	90101.586	58879.0	872.0	55.079998	135.28	46856.6	G10	LCE663	NKC_084
82544.4	55520.0	75509.75	54284.0	1519.4601	32.64	92.56	47670.9	G11	LCE663	NKC_084
160253.1	88154.0	91732.23	42867.0	1252.41	117.299995	123.71	48091.7	G12	LCE663	NKC_084
101662.195	63166.0	81368.5	51030.0	95.920006	48.96	125.49	48255.4	G13	LCE663	NKC_084
142731.89	89045.0	105085.81	63994.0	132.98001	72.42	186.9	48435.8	G14	LCE663	NKC_084
76455.9	63519.0	40175.223	33248.0	85.020004	51.0	59.629997	48616.1	G15	LCE663	NKC_084
112210.195	79769.0	60980.05	43629.0	64.310005	68.34	55.18	48794.9	G16	LCE663	NKC_084
147938.39	88336.0	111910.305	70129.0	93.740005	115.259995	183.34	48980.1	G17	LCE663	NKC_084
147436.2	90523.0	88581.03	56179.0	76.3	127.5	65.86	49159.1	G18	LCE663	NKC_084
126852.3	80598.0	112562.125	72078.0	163.5	48.96	177.11	49350.8	G19	LCE663	NKC_084
72599.4	58616.0	23414.291	18343.0	2476.48	880.26	28.48	49517.8	G20	LCE663	NKC_084
71315.1	57887.0	28067.5	21938.0	1037.68	979.19995	35.6	49909.8	G21	LCE663	NKC_084
68802.3	56902.0	27681.64	22939.0	3367.01	741.54	19.58	50157.4	G22	LCE663	NKC_084
66438.9	54423.0	22152.07	17025.0	4316.4	2808.06	29.369999	50341.0	G23	LCE663	NKC_084
75135.6	59860.0	26060.81	20300.0	1567.42	1409.64	35.6	50593.3	G24	LCE663	NKC_084
125086.5	69585.0	117665.5	64698.0	1190.28	1827.84	285.69	50778.3	H24	LCE663	NKC_084
83249.1	65662.0	42803.21	30885.0	626.75	9295.26	34.71	50986.8	H23	LCE663	NKC_084
69476.4	51417.0	30422.99	19758.0	790.25	10439.7	37.38	51295.4	H22	LCE663	NKC_084
74385.9	59909.0	30029.5	23183.0	4685.91	2287.8599	27.59	51633.0	H21	LCE663	NKC_084
90027.9	68338.0	44264.902	31130.0	1164.12	16918.74	-8.9	51920.3	H20	LCE663	NKC_084
132624.89	81458.0	91828.14	40807.0	104.64	119.34	258.99	52072.8	H19	LCE663	NKC_084
153099.0	87646.0	103075.85	53386.0	159.14	31.619999	213.59999	52258.3	H18	LCE663	NKC_084
155472.3	89061.0	113664.12	69402.0	141.7	65.28	292.81	52428.3	H17	LCE663	NKC_084
130401.9	86592.0	68229.64	47130.0	73.03	48.96	105.909996	52614.3	H16	LCE663	NKC_084
